probe_id,query,entrezgene,name,symbol,alias,taxid,HGNC,gene,gene_unique
203285_s_at,HS2ST1,9653,heparan sulfate 2-O-sulfotransferase 1,HS2ST1,"NFSRA, dJ604K5.2",9606,HGNC:5193,HS2ST1,HS2ST1
202282_at,HSD17B10,3028,hydroxysteroid 17-beta dehydrogenase 10,HSD17B10,"17b-HSD10, ABAD, CAMR, DUPXp11.22, ERAB",9606,HGNC:4800,HSD17B10,HSD17B10
217989_at,HSD17B11,51170,hydroxysteroid 17-beta dehydrogenase 11,HSD17B11,"17-BETA-HSD11, 17-BETA-HSDXI, 17BHSD11, DHRS8, PAN1B",9606,HGNC:22960,HSD17B11,HSD17B11
200799_at,HSPA1A,3303,heat shock protein family A (Hsp70) member 1A,HSPA1A,"HEL-S-103, HSP70, HSP70-1, HSP70-1A, HSP70-2",9606,HGNC:5232,HSPA1A///HSPA1B,HSPA1A
211015_s_at,HSPA4,3308,heat shock protein family A (Hsp70) member 4,HSPA4,"APG-2, HEL-S-5a, HS24/P52, HSPH2, RY",9606,HGNC:5237,HSPA4,HSPA4
208687_x_at,HSPA8,3312,heat shock protein family A (Hsp70) member 8,HSPA8,"HEL-33, HEL-S-72p, HSC54, HSC70, HSC71",9606,HGNC:5241,HSPA8,HSPA8
201841_s_at,HSPB1,3315,heat shock protein family B (small) member 1,HSPB1,"CMT2F, HEL-S-102, HMN2B, HS.76067, HSP27",9606,HGNC:5246,HSPB1,HSPB1
200807_s_at,HSPD1,3329,heat shock protein family D (Hsp60) member 1,HSPD1,"CPN60, GROEL, HLD4, HSP-60, HSP60",9606,HGNC:5261,HSPD1,HSPD1
202602_s_at,HTATSF1,27336,HIV-1 Tat specific factor 1,HTATSF1,"TAT-SF1, TATSF1, dJ196E23.2",9606,HGNC:5276,HTATSF1,HTATSF1
201185_at,HTRA1,5654,HtrA serine peptidase 1,HTRA1,"ARMD7, CADASIL2, CARASIL, HtrA, L56",9606,HGNC:9476,HTRA1,HTRA1
200825_s_at,HYOU1,10525,hypoxia up-regulated 1,HYOU1,"GRP-170, Grp170, HSP12A, IMD59, ORP-150",9606,HGNC:16931,HYOU1,HYOU1
217900_at,IARS2,55699,"isoleucyl-tRNA synthetase 2, mitochondrial",IARS2,"CAGSSS, ILERS",9606,HGNC:29685,IARS2,IARS2
202637_s_at,ICAM1,3383,intercellular adhesion molecule 1,ICAM1,"BB2, CD54, P3.58",9606,HGNC:5344,ICAM1,ICAM1
204949_at,ICAM3,3385,intercellular adhesion molecule 3,ICAM3,"CD50, CDW50, ICAM-R",9606,HGNC:5346,ICAM3,ICAM3
201611_s_at,ICMT,23463,isoprenylcysteine carboxyl methyltransferase,ICMT,"HSTE14, MST098, MSTP098, PCCMT, PCMT",9606,HGNC:5350,ICMT,ICMT
201565_s_at,ID2,3398,inhibitor of DNA binding 2,ID2,"GIG8, ID2A, ID2H, bHLHb26",9606,HGNC:5361,ID2,ID2
217496_s_at,IDE,3416,insulin degrading enzyme,IDE,INSULYSIN,9606,HGNC:5381,IDE,IDE
201631_s_at,IER3,8870,immediate early response 3,IER3,"DIF-2, DIF2, GLY96, IEX-1, IEX-1L",9606,HGNC:5392,IER3,IER3
203596_s_at,IFIT5,24138,interferon induced protein with tetratricopeptide repeats 5,IFIT5,"ISG58, P58, RI58",9606,HGNC:13328,IFIT5,IFIT5
204191_at,IFNAR1,3454,interferon alpha and beta receptor subunit 1,IFNAR1,"AVP, IFN-alpha-REC, IFNAR, IFNBR, IFRC",9606,HGNC:5432,IFNAR1,IFNAR1
209100_at,IFRD2,7866,interferon related developmental regulator 2,IFRD2,"IFNRP, SKMc15, SM15",9606,HGNC:5457,IFRD2,IFRD2
203627_at,IGF1R,3480,insulin like growth factor 1 receptor,IGF1R,"CD221, IGFIR, IGFR, JTK13",9606,HGNC:5465,IGF1R,IGF1R
218847_at,IGF2BP2,10644,insulin like growth factor 2 mRNA binding protein 2,IGF2BP2,"IMP-2, IMP2, VICKZ2",9606,HGNC:28867,IGF2BP2,IGF2BP2
201393_s_at,IGF2R,3482,insulin like growth factor 2 receptor,IGF2R,"CD222, CI-M6PR, CIMPR, M6P-R, M6P/IGF2R",9606,HGNC:5467,IGF2R,IGF2R
212143_s_at,IGFBP3,3486,insulin like growth factor binding protein 3,IGFBP3,"BP-53, IBP3",9606,HGNC:5472,IGFBP3,IGFBP3
215980_s_at,IGHMBP2,3508,immunoglobulin mu DNA binding protein 2,IGHMBP2,"CATF1, CMT2S, HCSA, HMN6, SMARD1",9606,HGNC:5542,IGHMBP2,IGHMBP2
209341_s_at,IKBKB,3551,inhibitor of nuclear factor kappa B kinase subunit beta,IKBKB,"IKK-beta, IKK2, IKKB, IMD15, IMD15A",9606,HGNC:5960,IKBKB,IKBKB
204549_at,IKBKE,9641,inhibitor of nuclear factor kappa B kinase subunit epsilon,IKBKE,"IKK-E, IKK-i, IKKE, IKKI",9606,HGNC:14552,IKBKE,IKBKE
205039_s_at,IKZF1,10320,IKAROS family zinc finger 1,IKZF1,"CVID13, Hs.54452, IK1, IKAROS, LYF1",9606,HGNC:13176,IKZF1,IKZF1
201887_at,IL13RA1,3597,interleukin 13 receptor subunit alpha 1,IL13RA1,"CD213A1, CT19, IL-13Ra, NR4",9606,HGNC:5974,IL13RA1,IL13RA1
205067_at,IL1B,3553,interleukin 1 beta,IL1B,"IL-1, IL1-BETA, IL1F2, IL1beta",9606,HGNC:5992,IL1B,IL1B
205227_at,IL1RAP,3556,interleukin 1 receptor accessory protein,IL1RAP,"C3orf13, IL-1RAcP, IL1R3",9606,HGNC:5995,IL1RAP,IL1RAP
203233_at,IL4R,3566,interleukin 4 receptor,IL4R,"CD124, IL-4RA, IL4RA",9606,HGNC:6015,IL4R,IL4R
201234_at,ILK,3611,integrin linked kinase,ILK,"HEL-S-28, ILK-1, ILK-2, P59, p59ILK",9606,HGNC:6040,ILK,ILK
203126_at,IMPA2,3613,inositol monophosphatase 2,IMPA2,,9606,HGNC:6051,IMPA2,IMPA2
202794_at,INPP1,3628,inositol polyphosphate-1-phosphatase,INPP1,,9606,HGNC:6071,INPP1,INPP1
205376_at,INPP4B,8821,inositol polyphosphate-4-phosphatase type II B,INPP4B,,9606,HGNC:6075,INPP4B,INPP4B
201626_at,INSIG1,3638,insulin induced gene 1,INSIG1,CL6,9606,HGNC:6083,INSIG1,INSIG1
202809_s_at,INTS3,65123,integrator complex subunit 3,INTS3,"C1orf193, C1orf60, INT3, SOSS-A, SOSSA",9606,HGNC:26153,INTS3,INTS3
203546_at,IPO13,9670,importin 13,IPO13,"IMP13, KAP13, LGL2, RANBP13",9606,HGNC:16853,IPO13,IPO13
200791_s_at,IQGAP1,8826,IQ motif containing GTPase activating protein 1,IQGAP1,"HUMORFA01, SAR1, p195",9606,HGNC:6110,IQGAP1,IQGAP1
218170_at,ISOC1,51015,isochorismatase domain containing 1,ISOC1,CGI-111,9606,HGNC:24254,ISOC1,ISOC1
221449_s_at,ITFG1,81533,integrin alpha FG-GAP repeat containing 1,ITFG1,"2310047C21Rik, CDA08, LNKN-1, TIP",9606,HGNC:30697,ITFG1,ITFG1
205055_at,ITGAE,3682,integrin subunit alpha E,ITGAE,"CD103, HUMINAE",9606,HGNC:6147,ITGAE,ITGAE
203336_s_at,ITGB1BP1,9270,integrin subunit beta 1 binding protein 1,ITGB1BP1,"ICAP-1A, ICAP-1B, ICAP-1alpha, ICAP1, ICAP1A",9606,HGNC:23927,ITGB1BP1,ITGB1BP1
201125_s_at,ITGB5,3693,integrin subunit beta 5,ITGB5,,9606,HGNC:6160,ITGB5,ITGB5
212660_at,PHF15,23338,jade family PHD finger 2,JADE2,"JADE-2, PHF15",9606,HGNC:22984,PHF15,PHF15
212723_at,JMJD6,23210,"jumonji domain containing 6, arginine demethylase and lysine hydroxylase",JMJD6,"PSR, PTDSR, PTDSR1",9606,HGNC:19355,JMJD6,JMJD6
201466_s_at,JUN,3725,"Jun proto-oncogene, AP-1 transcription factor subunit",JUN,"AP-1, AP1, c-Jun, cJUN, p39",9606,HGNC:6204,JUN,JUN
202423_at,MYST3,7994,lysine acetyltransferase 6A,KAT6A,"ARTHS, MOZ, MRD32, MYST-3, MYST3",9606,HGNC:13013,MYST3,MYST3
212462_at,MYST4,23522,lysine acetyltransferase 6B,KAT6B,"GTPTS, MORF, MOZ2, MYST4, ZC2HC6B",9606,HGNC:17582,MYST4,MYST4
204679_at,KCNK1,3775,potassium two pore domain channel subfamily K member 1,KCNK1,"DPK, HOHO, K2P1, K2p1.1, KCNO1",9606,HGNC:6272,KCNK1,KCNK1
218474_s_at,KCTD5,54442,potassium channel tetramerization domain containing 5,KCTD5,,9606,HGNC:21423,KCTD5,KCTD5
200698_at,KDELR2,11014,KDEL endoplasmic reticulum protein retention receptor 2,KDELR2,"ELP-1, ELP1, ERD2.2, OI21",9606,HGNC:6305,KDELR2,KDELR2
204017_at,KDELR3,11015,KDEL endoplasmic reticulum protein retention receptor 3,KDELR3,"ERD23, ERD2L3",9606,HGNC:6306,KDELR3,KDELR3
212689_s_at,JMJD1A,55818,lysine demethylase 3A,KDM3A,"JHDM2A, JHMD2A, JMJD1, JMJD1A, TSGA",9606,HGNC:20815,JMJD1A,JMJD1A
201548_s_at,JARID1B,10765,lysine demethylase 5B,KDM5B,"CT31, JARID1B, MRT65, PLU-1, PLU1",9606,HGNC:18039,JARID1B,JARID1B
202417_at,KEAP1,9817,kelch like ECH associated protein 1,KEAP1,"INrf2, KLHL19",9606,HGNC:23177,KEAP1,KEAP1
205406_s_at,KHDC1,80759,KH domain containing 1,KHDC1,"C6orf147, C6orf148, Em:AC019205.8, KHDC1L, NDG1",9606,HGNC:21366,KHDC1///SPA17,KHDC1
202220_at,KIAA0907,22889,"KH domain containing 4, pre-mRNA splicing factor",KHDC4,"BLOM7, KIAA0907, SNORA80EHG",9606,HGNC:29145,KIAA0907,KIAA0907
204711_at,KIAA0753,9851,KIAA0753,KIAA0753,"JBTS38, MNR, OFIP, SRTD21",9606,HGNC:29110,KIAA0753,KIAA0753
206364_at,KIF14,9928,kinesin family member 14,KIF14,"MCPH20, MKS12",9606,HGNC:19181,KIF14,KIF14
218755_at,KIF20A,10112,kinesin family member 20A,KIF20A,"MKLP2, RAB6KIFL, RCM6",9606,HGNC:9787,KIF20A,KIF20A
209408_at,KIF2C,11004,kinesin family member 2C,KIF2C,"CT139, KNSL6, MCAK",9606,HGNC:6393,KIF2C,KIF2C
203130_s_at,KIF5C,3800,kinesin family member 5C,KIF5C,"CDCBM2, KINN, NKHC, NKHC-2, NKHC2",9606,HGNC:6325,KIF5C,KIF5C
212453_at,KIAA1279,26128,kinesin family binding protein,KIFBP,"KBP, KIAA1279, KIF1BP, TTC20",9606,HGNC:23419,KIAA1279,KIAA1279
205051_s_at,KIT,3815,"KIT proto-oncogene, receptor tyrosine kinase",KIT,"C-Kit, CD117, MASTC, PBT, SCFR",9606,HGNC:6342,KIT,KIT
217906_at,KLHDC2,23588,kelch domain containing 2,KLHDC2,"HCLP-1, HCLP1, LCP",9606,HGNC:20231,KLHDC2,KLHDC2
203068_at,KLHL21,9903,kelch like family member 21,KLHL21,,9606,HGNC:29041,KLHL21,KLHL21
213233_s_at,KLHL9,55958,kelch like family member 9,KLHL9,,9606,HGNC:18732,KLHL9,KLHL9
201695_s_at,NP,11202,kallikrein related peptidase 8,KLK8,"HNP, NP, NRPN, PRSS19, TADG14",9606,HGNC:6369,NP,NP
200915_x_at,KTN1,3895,kinectin 1,KTN1,"CG1, KNT, MU-RMS-40.19",9606,HGNC:6467,KTN1,KTN1
219061_s_at,LAGE3,8270,L antigen family member 3,LAGE3,"CVG5, DXS9879E, DXS9951E, ESO3, GAMOS2",9606,HGNC:26058,LAGE3,LAGE3
203726_s_at,LAMA3,3909,laminin subunit alpha 3,LAMA3,"BM600, E170, JEB2A, JEB2B, JEB2C",9606,HGNC:6483,LAMA3,LAMA3
217971_at,MAPKSP1,8649,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3",LAMTOR3,"MAP2K1IP1, MAPBP, MAPKSP1, MP1, PRO0633",9606,HGNC:15606,MAPKSP1,MAPKSP1
217933_s_at,LAP3,51056,leucine aminopeptidase 3,LAP3,"HEL-S-106, LAP, LAPEP, PEPS",9606,HGNC:18449,LAP3,LAP3
200618_at,LASP1,3927,LIM and SH3 protein 1,LASP1,"Lasp-1, MLN50",9606,HGNC:6513,LASP1,LASP1
201795_at,LBR,3930,lamin B receptor,LBR,"C14SR, DHCR14B, LMN2R, PHA, PHASK",9606,HGNC:6518,LBR,LBR
208936_x_at,LGALS8,3964,galectin 8,LGALS8,"Gal-8, PCTA-1, PCTA1, Po66-CBP",9606,HGNC:6569,LGALS8,LGALS8
201212_at,LGMN,5641,legumain,LGMN,"AEP, LGMN1, PRSC1",9606,HGNC:9472,LGMN,LGMN
218523_at,LHPP,64077,phospholysine phosphohistidine inorganic pyrophosphate phosphatase,LHPP,HDHD2B,9606,HGNC:30042,LHPP,LHPP
202726_at,LIG1,3978,DNA ligase 1,LIG1,"IMD96, LIGI, hLig1",9606,HGNC:6598,LIG1,LIG1
210582_s_at,LIMK2,3985,LIM domain kinase 2,LIMK2,,9606,HGNC:6614,LIMK2,LIMK2
201847_at,LIPA,3988,"lipase A, lysosomal acid type",LIPA,"CESD, LAL",9606,HGNC:6617,LIPA,LIPA
203570_at,LOXL1,4016,lysyl oxidase like 1,LOXL1,"LOL, LOXL",9606,HGNC:6665,LOXL1,LOXL1
206723_s_at,LPAR2,9170,lysophosphatidic acid receptor 2,LPAR2,"EDG-4, EDG4, LPA-2, LPA2",9606,HGNC:3168,LPAR2,LPAR2
202651_at,LPGAT1,9926,lysophosphatidylglycerol acyltransferase 1,LPGAT1,"FAM34A, FAM34A1, LPLAT7, NET8",9606,HGNC:28985,LPGAT1,LPGAT1
201412_at,LRP10,26020,LDL receptor related protein 10,LRP10,"LRP-10, LRP9, MST087, MSTP087",9606,HGNC:14553,LRP10,LRP10
201186_at,LRPAP1,4043,LDL receptor related protein associated protein 1,LRPAP1,"A2MRAP, A2RAP, HBP44, MRAP, MYP23",9606,HGNC:6701,LRPAP1,LRPAP1
218577_at,LRRC40,55631,leucine rich repeat containing 40,LRRC40,dJ677H15.1,9606,HGNC:26004,LRRC40,LRRC40
201932_at,LRRC41,10489,leucine rich repeat containing 41,LRRC41,"MUF1, PP7759",9606,HGNC:16917,LRRC41,LRRC41
211747_s_at,LSM5,23658,"LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated",LSM5,YER146W,9606,HGNC:17162,LSM5,LSM5
205036_at,LSM6,11157,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated",LSM6,YDR378C,9606,HGNC:17017,LSM6,LSM6
208190_s_at,LSR,51599,lipolysis stimulated lipoprotein receptor,LSR,"ILDR3, LISCH7",9606,HGNC:29572,LSR,LSR
210754_s_at,LYN,4067,"LYN proto-oncogene, Src family tyrosine kinase",LYN,"JTK8, p53Lyn, p56Lyn",9606,HGNC:6735,LYN,LYN
204952_at,LYPD3,27076,LY6/PLAUR domain containing 3,LYPD3,C4.4A,9606,HGNC:24880,LYPD3,LYPD3
203007_x_at,LYPLA1,10434,lysophospholipase 1,LYPLA1,"APT-1, APT1, LPL-I, LPL1, hAPT1",9606,HGNC:6737,LYPLA1,LYPLA1
203897_at,LYRM1,57149,LYR motif containing 1,LYRM1,A211C6.1,9606,HGNC:25074,LYRM1,LYRM1
208634_s_at,MACF1,23499,microtubule actin crosslinking factor 1,MACF1,"ABP620, ACF7, KIAA0754, LIS9, Lnc-PMIF",9606,HGNC:13664,MACF1,MACF1
203094_at,MAD2L1BP,9587,MAD2L1 binding protein,MAD2L1BP,CMT2,9606,HGNC:21059,MAD2L1BP,MAD2L1BP
208309_s_at,MALT1,10892,MALT1 paracaspase,MALT1,"IMD12, MLT, MLT1, PCASP1",9606,HGNC:6819,MALT1,MALT1
205088_at,MAMLD1,10046,mastermind like domain containing 1,MAMLD1,"CG1, CXorf6, F18, HYSP2",9606,HGNC:2568,MAMLD1,MAMLD1
202032_s_at,MAN2A2,4122,mannosidase alpha class 2A member 2,MAN2A2,MANA2X,9606,HGNC:6825,MAN2A2,MAN2A2
209166_s_at,MAN2B1,4125,mannosidase alpha class 2B member 1,MAN2B1,"LAMAN, MANB",9606,HGNC:6826,MAN2B1,MAN2B1
204756_at,MAP2K5,5607,mitogen-activated protein kinase kinase 5,MAP2K5,"HsT17454, MAPKK5, MEK5, PRKMK5",9606,HGNC:6845,MAP2K5,MAP2K5
204089_x_at,MAP3K4,4216,mitogen-activated protein kinase kinase kinase 4,MAP3K4,"MAPKKK4, MEKK 4, MEKK4, MTK1, PRO0412",9606,HGNC:6856,MAP3K4,MAP3K4
206571_s_at,MAP4K4,9448,mitogen-activated protein kinase kinase kinase kinase 4,MAP4K4,"FLH21957, HEL-S-31, HGK, MEKKK4, NIK",9606,HGNC:6866,MAP4K4,MAP4K4
202889_x_at,MAP7,9053,microtubule associated protein 7,MAP7,"E-MAP-115, EMAP115",9606,HGNC:6869,MAP7,MAP7
210058_at,MAPK13,5603,mitogen-activated protein kinase 13,MAPK13,"MAPK 13, MAPK-13, PRKM13, SAPK4, p38delta",9606,HGNC:6875,MAPK13,MAPK13
212644_s_at,MAPK1IP1L,93487,mitogen-activated protein kinase 1 interacting protein 1 like,MAPK1IP1L,"C14orf32, MISS, c14_5346",9606,HGNC:19840,MAPK1IP1L,MAPK1IP1L
203218_at,MAPK9,5601,mitogen-activated protein kinase 9,MAPK9,"JNK-55, JNK2, JNK2A, JNK2ALPHA, JNK2B",9606,HGNC:6886,MAPK9,MAPK9
201460_at,MAPKAPK2,9261,MAPK activated protein kinase 2,MAPKAPK2,"MAPKAP-K2, MK-2, MK2",9606,HGNC:6887,MAPKAPK2,MAPKAPK2
202788_at,MAPKAPK3,7867,MAPK activated protein kinase 3,MAPKAPK3,"3PK, MAPKAP-K3, MAPKAP3, MAPKAPK-3, MDPT3",9606,HGNC:6888,MAPKAPK3,MAPKAPK3
212871_at,MAPKAPK5,8550,MAPK activated protein kinase 5,MAPKAPK5,"MAPKAP-K5, MK-5, MK5, NCFD, PRAK",9606,HGNC:6889,MAPKAPK5,MAPKAPK5
221560_at,MARK4,57787,microtubule affinity regulating kinase 4,MARK4,"MARK4L, MARK4S, MARKL1, MARKL1L, PAR-1D",9606,HGNC:13538,MARK4,MARK4
215903_s_at,MAST2,23139,microtubule associated serine/threonine kinase 2,MAST2,"MAST205, MTSSK",9606,HGNC:19035,MAST2,MAST2
200768_s_at,MAT2A,4144,methionine adenosyltransferase 2A,MAT2A,"MATA2, MATII, SAMS2",9606,HGNC:6904,MAT2A,MAT2A
201152_s_at,MBNL1,4154,muscleblind like splicing regulator 1,MBNL1,"EXP, MBNL",9606,HGNC:6923,MBNL1,MBNL1
203640_at,MBNL2,10150,muscleblind like splicing regulator 2,MBNL2,"MBLL, MBLL39, PRO2032",9606,HGNC:16746,MBNL2,MBNL2
209179_s_at,MBOAT7,79143,membrane bound O-acyltransferase domain containing 7,MBOAT7,"BB1, LENG4, LPIAT, LPLAT, LRC4",9606,HGNC:15505,MBOAT7,MBOAT7
201620_at,MBTPS1,8720,"membrane bound transcription factor peptidase, site 1",MBTPS1,"PCSK8, S1P, SEDKF, SKI-1",9606,HGNC:15456,MBTPS1,MBTPS1
201555_at,MCM3,4172,minichromosome maintenance complex component 3,MCM3,"HCC5, P1-MCM3, P1.h, RLFB",9606,HGNC:6945,MCM3,MCM3
219952_s_at,MCOLN1,57192,mucolipin TRP cation channel 1,MCOLN1,"MG-2, ML1, ML4, MLIV, MST080",9606,HGNC:13356,MCOLN1,MCOLN1
220094_s_at,CCDC90A,63933,mitochondrial calcium uniporter regulator 1,MCUR1,"C6orf79, CCDC90A, FMP32",9606,HGNC:21097,CCDC90A,CCDC90A
210153_s_at,ME2,4200,malic enzyme 2,ME2,ODS1,9606,HGNC:6984,ME2,ME2
207968_s_at,MEF2C,4208,myocyte enhancer factor 2C,MEF2C,"C5DELq14.3, DEL5q14.3, NEDHSIL",9606,HGNC:6996,MEF2C,MEF2C
212830_at,MEGF9,1955,multiple EGF like domains 9,MEGF9,EGFL5,9606,HGNC:3234,MEGF9,MEGF9
204825_at,MELK,9833,maternal embryonic leucine zipper kinase,MELK,HPK38,9606,HGNC:16870,MELK,MELK
202016_at,MEST,4232,mesoderm specific transcript,MEST,PEG1,9606,HGNC:7028,MEST,MEST
219051_x_at,METRN,79006,"meteorin, glial cell differentiation regulator",METRN,"C16orf23, c380A1.2",9606,HGNC:14151,METRN,METRN
209215_at,MFSD10,10227,major facilitator superfamily domain containing 10,MFSD10,"TETRAN, TETTRAN",9606,HGNC:16894,MFSD10,MFSD10
204168_at,MGST2,4258,microsomal glutathione S-transferase 2,MGST2,"GST2, MGST-II",9606,HGNC:7063,MGST2,MGST2
221779_at,MICALL1,85377,MICAL like 1,MICALL1,"MICAL-L1, MIRAB13",9606,HGNC:29804,MICALL1,MICALL1
217871_s_at,MIF,4282,macrophage migration inhibitory factor,MIF,"GIF, GLIF, MMIF",9606,HGNC:7097,LOC284889///MIF,LOC284889
221856_s_at,FAM63A,55793,MINDY lysine 48 deubiquitinase 1,MINDY1,"FAM63A, MINDY-1",9606,HGNC:25648,FAM63A,FAM63A
209467_s_at,MKNK1,8569,MAPK interacting serine/threonine kinase 1,MKNK1,MNK1,9606,HGNC:7110,MKNK1,MKNK1
200617_at,MLEC,9761,malectin,MLEC,KIAA0152,9606,HGNC:28973,MLEC,MLEC
211071_s_at,MLLT11,10962,MLLT11 transcription factor 7 cofactor,MLLT11,AF1Q,9606,HGNC:16997,MLLT11,MLLT11
204475_at,MMP1,4312,matrix metallopeptidase 1,MMP1,"CLG, CLGN",9606,HGNC:7155,MMP1,MMP1
201069_at,MMP2,4313,matrix metallopeptidase 2,MMP2,"CLG4, CLG4A, MMP-2, MMP-II, MONA",9606,HGNC:7166,MMP2,MMP2
203565_s_at,MNAT1,4331,MNAT1 component of CDK activating kinase,MNAT1,"CAP35, MAT1, RNF66, TFB3",9606,HGNC:7181,MNAT1,MNAT1
202427_s_at,BRP44,25874,mitochondrial pyruvate carrier 2,MPC2,"BRP44, SLC54A2",9606,HGNC:24515,BRP44,BRP44
205079_s_at,MPDZ,8777,multiple PDZ domain crumbs cell polarity complex component,MPDZ,"HYC2, MUPP1",9606,HGNC:7208,MPDZ,MPDZ
201875_s_at,MPZL1,9019,myelin protein zero like 1,MPZL1,"MPZL1b, PZR, PZR1b, PZRa, PZRb",9606,HGNC:7226,MPZL1,MPZL1
203931_s_at,MRPL12,6182,mitochondrial ribosomal protein L12,MRPL12,"5c5-2, L12mt, MRP-L31/34, MRPL7, MRPL7/L12",9606,HGNC:10378,MRPL12,MRPL12
203465_at,MRPL19,9801,mitochondrial ribosomal protein L19,MRPL19,"L19mt, MRP-L15, MRP-L19, MRPL15, RLX1",9606,HGNC:14052,MRPL19,MRPL19
218046_s_at,MRPS16,51021,mitochondrial ribosomal protein S16,MRPS16,"CGI-132, COXPD2, MRP-S16, RPMS16",9606,HGNC:14048,MRPS16,MRPS16
218001_at,MRPS2,51116,mitochondrial ribosomal protein S2,MRPS2,"CGI-91, COXPD36, MRP-S2, S2mt",9606,HGNC:14495,MRPS2,MRPS2
202911_at,MSH6,2956,mutS homolog 6,MSH6,"GTBP, GTMBP, HNPCC5, HSAP, MMRCS3",9606,HGNC:7329,MSH6,MSH6
219281_at,MSRA,4482,methionine sulfoxide reductase A,MSRA,PMSR,9606,HGNC:7377,MSRA,MSRA
211783_s_at,MTA1,9112,metastasis associated 1,MTA1,,9606,HGNC:7410,MTA1,MTA1
219363_s_at,MTERFD1,51001,mitochondrial transcription termination factor 3,MTERF3,"CGI-12, MTERFD1",9606,HGNC:24258,MTERFD1,MTERFD1
203346_s_at,MTF2,22823,metal response element binding transcription factor 2,MTF2,"M96, PCL2, TDRD19A, dJ976O13.2",9606,HGNC:29535,MTF2,MTF2
203208_s_at,MTFR1,9650,mitochondrial fission regulator 1,MTFR1,"CHPPR, FAM54A2",9606,HGNC:29510,MTFR1,MTFR1
201761_at,MTHFD2,10797,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase",MTHFD2,NMDMC,9606,HGNC:7434,MTHFD2,MTHFD2
207847_s_at,MUC1,4582,"mucin 1, cell surface associated",MUC1,"ADMCKD, ADMCKD1, ADTKD2, CA 15-3, CD227",9606,HGNC:7508,MUC1,MUC1
202180_s_at,MVP,9961,major vault protein,MVP,"LRP, VAULT1",9606,HGNC:7531,MVP,MVP
201710_at,MYBL2,4605,MYB proto-oncogene like 2,MYBL2,"B-MYB, BMYB",9606,HGNC:7548,MYBL2,MYBL2
202431_s_at,MYC,4609,"MYC proto-oncogene, bHLH transcription factor",MYC,"MRTL, MYCC, bHLHe39, c-Myc",9606,HGNC:7553,MYC,MYC
203360_s_at,MYCBP,26292,MYC binding protein,MYCBP,AMY-1,9606,HGNC:7554,MYCBP,MYCBP
201959_s_at,MYCBP2,23077,MYC binding protein 2,MYCBP2,"Myc-bp2, PAM, PHR1, Phr",9606,HGNC:23386,MYCBP2,MYCBP2
201058_s_at,MYL9,10398,myosin light chain 9,MYL9,"LC20, MLC-2C, MLC2, MMIHS4, MRLC1",9606,HGNC:15754,MYL9,MYL9
202555_s_at,MYLK,4638,myosin light chain kinase,MYLK,"AAT7, KRP, MLCK, MLCK1, MLCK108",9606,HGNC:7590,MYLK,MYLK
201976_s_at,MYO10,4651,myosin X,MYO10,MyoX,9606,HGNC:7593,MYO10,MYO10
217745_s_at,NAT13,80218,"N-alpha-acetyltransferase 50, NatE catalytic subunit",NAA50,"MAK3, NAT13, NAT13P, NAT5, NAT5P",9606,HGNC:29533,NAT13,NAT13
201774_s_at,NCAPD2,9918,non-SMC condensin I complex subunit D2,NCAPD2,"CAP-D2, CNAP1, MCPH21, hCAP-D2",9606,HGNC:24305,NCAPD2,NCAPD2
204725_s_at,NCK1,4690,NCK adaptor protein 1,NCK1,"NCK, NCKalpha, nck-1",9606,HGNC:7664,NCK1,NCK1
203315_at,NCK2,8440,NCK adaptor protein 2,NCK2,"GRB4, NCKbeta",9606,HGNC:7665,NCK2,NCK2
207700_s_at,NCOA3,8202,nuclear receptor coactivator 3,NCOA3,"ACTR, AIB-1, AIB1, CAGH16, CTG26",9606,HGNC:7670,NCOA3,NCOA3
218407_x_at,NENF,29937,neudesin neurotrophic factor,NENF,"CIR2, SCIRP10, SPUF",9606,HGNC:30384,NENF,NENF
201829_at,NET1,10276,neuroepithelial cell transforming 1,NET1,"ARHGEF8, NET1A",9606,HGNC:14592,NET1,NET1
207416_s_at,NFATC3,4775,nuclear factor of activated T cells 3,NFATC3,"NF-AT4c, NFAT4, NFATX",9606,HGNC:7777,NFATC3,NFATC3
205897_at,NFATC4,4776,nuclear factor of activated T cells 4,NFATC4,"NF-AT3, NF-ATC4, NFAT3",9606,HGNC:7778,NFATC4,NFATC4
201146_at,NFE2L2,4780,NFE2 like bZIP transcription factor 2,NFE2L2,"HEBP1, IMDDHH, NRF2, Nrf-2",9606,HGNC:7782,NFE2L2,NFE2L2
203574_at,NFIL3,4783,"nuclear factor, interleukin 3 regulated",NFIL3,"E4BP4, IL3BP1, NF-IL3A, NFIL3A",9606,HGNC:7787,NFIL3,NFIL3
207535_s_at,NFKB2,4791,nuclear factor kappa B subunit 2,NFKB2,"CVID10, H2TF1, LYT-10, LYT10, NF-kB2",9606,HGNC:7795,NFKB2,NFKB2
201502_s_at,NFKBIA,4792,NFKB inhibitor alpha,NFKBIA,"EDAID2, IKBA, MAD-3, NFKBI",9606,HGNC:7797,NFKBIA,NFKBIA
