probe_id,query,entrezgene,name,symbol,alias,taxid,HGNC,gene,gene_unique
203919_at,TCEA2,6919,transcription elongation factor A2,TCEA2,TFIIS,9606,HGNC:11614,TCEA2,TCEA2
202371_at,TCEAL4,79921,transcription elongation factor A like 4,TCEAL4,"NPD017, WEX7",9606,HGNC:26121,TCEAL4,TCEAL4
202396_at,TCERG1,10915,transcription elongation regulator 1,TCERG1,"CA150, TAF2S, Urn1",9606,HGNC:15630,TCERG1,TCERG1
204849_at,TCFL5,10732,transcription factor like 5,TCFL5,"CHA, E2BP-1, Figlb, SOSF1, bHLHe82",9606,HGNC:11646,TCFL5,TCFL5
204158_s_at,TCIRG1,10312,"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3",TCIRG1,"ATP6N1C, ATP6V0A3, Atp6i, OC-116kDa, OC116",9606,HGNC:11647,TCIRG1,TCIRG1
203054_s_at,TCTA,6988,T cell leukemia translocation altered,TCTA,,9606,HGNC:11692,TCTA,TCTA
218584_at,TCTN1,79600,tectonic family member 1,TCTN1,"JBTS13, TECT1",9606,HGNC:26113,TCTN1,TCTN1
202466_at,POLS,11044,terminal nucleotidyltransferase 4A,TENT4A,"LAK-1, LAK1, PAPD7, POLK, POLS",9606,HGNC:16705,POLS,POLS
201174_s_at,TERF2IP,54386,TERF2 interacting protein,TERF2IP,"DRIP5, RAP1",9606,HGNC:19246,TERF2IP,TERF2IP
207199_at,TERT,7015,telomerase reverse transcriptase,TERT,"CMM9, DKCA2, DKCB4, EST2, PFBMFT1",9606,HGNC:11730,TERT,TERT
202720_at,TES,26136,testin LIM domain protein,TES,"TESS, TESS-2",9606,HGNC:14620,TES,TES
204106_at,TESK1,7016,testis associated actin remodelling kinase 1,TESK1,,9606,HGNC:11731,TESK1,TESK1
218104_at,TEX10,54881,testis expressed 10,TEX10,"Ipi1, bA208F1.2",9606,HGNC:25988,TEX10,TEX10
204654_s_at,TFAP2A,7020,transcription factor AP-2 alpha,TFAP2A,"AP-2, AP-2alpha, AP2TF, BOFS, TFAP2",9606,HGNC:11742,TFAP2A,TFAP2A
212330_at,TFDP1,7027,transcription factor Dp-1,TFDP1,"DILC, DP1, DRTF1, Dp-1",9606,HGNC:11749,TFDP1,TFDP1
208249_s_at,TGDS,23483,"TDP-glucose 4,6-dehydratase",TGDS,"CATMANS, SDR2E1, TDPGD",9606,HGNC:20324,TGDS,TGDS
209747_at,TGFB3,7043,transforming growth factor beta 3,TGFB3,"ARVD, ARVD1, LDS5, RNHF, TGF-beta3",9606,HGNC:11769,TGFB3,TGFB3
207334_s_at,TGFBR2,7048,transforming growth factor beta receptor 2,TGFBR2,"AAT3, FAA3, LDS1B, LDS2, LDS2B",9606,HGNC:11773,TGFBR2,TGFBR2
212910_at,THAP11,57215,THAP domain containing 11,THAP11,"CTG-B43a, CTG-B45d, HRIHFB2206, RONIN",9606,HGNC:23194,THAP11,THAP11
213135_at,TIAM1,7074,TIAM Rac1 associated GEF 1,TIAM1,"NEDLDS, TIAM-1",9606,HGNC:11805,TIAM1,TIAM1
213191_at,TICAM1,148022,TIR domain containing adaptor molecule 1,TICAM1,"IIAE6, MyD88-3, PRVTIRB, TICAM-1, TRIF",9606,HGNC:18348,TICAM1,TICAM1
203046_s_at,TIMELESS,8914,timeless circadian regulator,TIMELESS,"TIM, TIM1, hTIM",9606,HGNC:11813,TIMELESS,TIMELESS
203342_at,TIMM17B,10245,translocase of inner mitochondrial membrane 17B,TIMM17B,"DXS9822, JM3, TIM17B",9606,HGNC:17310,TIMM17B,TIMM17B
219184_x_at,TIMM22,29928,translocase of inner mitochondrial membrane 22,TIMM22,"COXPD43, TEX4, TIM22",9606,HGNC:17317,TIMM22,TIMM22
218316_at,TIMM9,26520,translocase of inner mitochondrial membrane 9,TIMM9,"TIM9, TIM9A",9606,HGNC:11819,TIMM9,TIMM9
203167_at,TIMP2,7077,TIMP metallopeptidase inhibitor 2,TIMP2,"CSC-21K, DDC8",9606,HGNC:11821,TIMP2,TIMP2
212665_at,TIPARP,25976,TCDD inducible poly(ADP-ribose) polymerase,TIPARP,"ARTD14, PARP7, pART14",9606,HGNC:23696,TIPARP,TIPARP
202011_at,TJP1,7082,tight junction protein 1,TJP1,ZO-1,9606,HGNC:11827,TJP1,TJP1
218898_at,FAM57A,79850,TLC domain containing 3A,TLCD3A,"CT120, FAM57A",9606,HGNC:29646,FAM57A,FAM57A
203221_at,TLE1,7088,"TLE family member 1, transcriptional corepressor",TLE1,"ESG, ESG1, GRG1, TLE-1",9606,HGNC:11837,TLE1,TLE1
212770_at,TLE3,7090,"TLE family member 3, transcriptional corepressor",TLE3,"ESG, ESG3, GRG3, HsT18976",9606,HGNC:11839,TLE3,TLE3
212997_s_at,TLK2,11011,tousled like kinase 2,TLK2,"HsHPK, MRD57, PKU-ALPHA",9606,HGNC:11842,TLK2,TLK2
221060_s_at,TLR4,7099,toll like receptor 4,TLR4,"ARMD10, CD284, TLR-4, TOLL",9606,HGNC:11850,TLR4,TLR4
201078_at,TM9SF2,9375,transmembrane 9 superfamily member 2,TM9SF2,P76,9606,HGNC:11865,TM9SF2,TM9SF2
217758_s_at,TM9SF3,56889,transmembrane 9 superfamily member 3,TM9SF3,"EP70-P-iso, SMBP",9606,HGNC:21529,TM9SF3,TM9SF3
208716_s_at,TMCO1,54499,transmembrane and coiled-coil domains 1,TMCO1,"HP10122, PCIA3, PNAS-136, TMCC4",9606,HGNC:18188,TMCO1,TMCO1
200929_at,TMED10,10972,transmembrane p24 trafficking protein 10,TMED10,"P24(DELTA), S31I125, S31III125, TMP21, Tmp-21-I",9606,HGNC:16998,TMED10,TMED10
201361_at,TMEM109,79073,transmembrane protein 109,TMEM109,,9606,HGNC:28771,TMEM109,TMEM109
219460_s_at,TMEM127,55654,transmembrane protein 127,TMEM127,,9606,HGNC:26038,TMEM127,TMEM127
209760_at,KIAA0922,23240,transmembrane 131 like,TMEM131L,KIAA0922,9606,HGNC:29146,KIAA0922,KIAA0922
217766_s_at,TMEM50A,23585,transmembrane protein 50A,TMEM50A,"IFNRC, SMP1",9606,HGNC:30590,TMEM50A,TMEM50A
212281_s_at,TMEM97,27346,transmembrane protein 97,TMEM97,"MAC30, sigma2R",9606,HGNC:28106,TMEM97,TMEM97
201207_at,TNFAIP1,7126,TNF alpha induced protein 1,TNFAIP1,"B12, B61, BTBD34, EDP1, hBACURD2",9606,HGNC:11894,TNFAIP1,TNFAIP1
218856_at,TNFRSF21,27242,TNF receptor superfamily member 21,TNFRSF21,"BM-018, CD358, DR6",9606,HGNC:13469,TNFRSF21,TNFRSF21
207196_s_at,TNIP1,10318,TNFAIP3 interacting protein 1,TNIP1,"ABIN-1, NAF1, VAN, nip40-1",9606,HGNC:16903,TNIP1,TNIP1
217960_s_at,TOMM22,56993,translocase of outer mitochondrial membrane 22,TOMM22,"1C9-2, MST065, MSTP065, TOM22",9606,HGNC:18002,TOMM22,TOMM22
201870_at,TOMM34,10953,translocase of outer mitochondrial membrane 34,TOMM34,"HTOM34P, TOM34, URCC3",9606,HGNC:15746,TOMM34,TOMM34
201519_at,TOMM70A,9868,translocase of outer mitochondrial membrane 70,TOMM70,"TOMM70A, Tom70",9606,HGNC:11985,TOMM70A,TOMM70A
201292_at,TOP2A,7153,DNA topoisomerase II alpha,TOP2A,"TOP2, TOP2alpha, TOPIIA, TP2A",9606,HGNC:11989,TOP2A,TOP2A
202633_at,TOPBP1,11073,DNA topoisomerase II binding protein 1,TOPBP1,"Dpb11, TOP2BP1",9606,HGNC:17008,TOPBP1,TOPBP1
202349_at,TOR1A,1861,torsin family 1 member A,TOR1A,"AMC5, DQ2, DYT1",9606,HGNC:3098,TOR1A,TOR1A
201746_at,TP53,7157,tumor protein p53,TP53,"BCC7, BMFS5, LFS1, P53, TRP53",9606,HGNC:11998,TP53,TP53
203050_at,TP53BP1,7158,tumor protein p53 binding protein 1,TP53BP1,"53BP1, TDRD30, p202, p53BP1",9606,HGNC:11999,TP53BP1,TP53BP1
203120_at,TP53BP2,7159,tumor protein p53 binding protein 2,TP53BP2,"53BP2, ASPP2, BBP, P53BP2, PPP1R13A",9606,HGNC:12000,TP53BP2,TP53BP2
210241_s_at,TP53TG1,11257,TP53 target 1,TP53TG1,"LINC00096, NCRNA00096, P53TG1, P53TG1-D, TP53AP1",9606,HGNC:17026,TP53TG1,TP53TG1
201379_s_at,TPD52L2,7165,TPD52 like 2,TPD52L2,"D54, TPD54",9606,HGNC:12007,TPD52L2,TPD52L2
210986_s_at,TPM1,7168,tropomyosin 1,TPM1,"C15orf13, CMD1Y, CMH3, HEL-S-265, HTM-alpha",9606,HGNC:12010,TPM1,TPM1
202125_s_at,TRAK2,66008,trafficking kinesin protein 2,TRAK2,"ALS2CR3, CALS-C, GRIF-1, GRIF1, MILT2",9606,HGNC:13206,TRAK2,TRAK2
202368_s_at,TRAM2,9697,translocation associated membrane protein 2,TRAM2,,9606,HGNC:16855,TRAM2,TRAM2
201391_at,TRAP1,10131,TNF receptor associated protein 1,TRAP1,"HSP 75, HSP75, HSP90L, TRAP-1",9606,HGNC:16264,TRAP1,TRAP1
203512_at,TRAPPC3,27095,trafficking protein particle complex subunit 3,TRAPPC3,BET3,9606,HGNC:19942,TRAPPC3,TRAPPC3
204985_s_at,TRAPPC6A,79090,trafficking protein particle complex subunit 6A,TRAPPC6A,TRS33,9606,HGNC:23069,TRAPPC6A,TRAPPC6A
202241_at,TRIB1,10221,tribbles pseudokinase 1,TRIB1,"C8FW, GIG-2, GIG2, SKIP1, TRB-1",9606,HGNC:16891,TRIB1,TRIB1
218145_at,TRIB3,57761,tribbles pseudokinase 3,TRIB3,"C20orf97, NIPK, SINK, SKIP3, TRB3",9606,HGNC:16228,TRIB3,TRIB3
203659_s_at,TRIM13,10206,tripartite motif containing 13,TRIM13,"CAR, DLEU5, LEU5, RFP2, RNF77",9606,HGNC:9976,TRIM13,TRIM13
215945_s_at,TRIM2,23321,tripartite motif containing 2,TRIM2,"CMT2R, RNF86",9606,HGNC:15974,TRIM2,TRIM2
202734_at,TRIP10,9322,thyroid hormone receptor interactor 10,TRIP10,"CIP4, HSTP, STOT, STP, TRIP-10",9606,HGNC:12304,TRIP10,TRIP10
208763_s_at,TSC22D3,1831,TSC22 domain family member 3,TSC22D3,"DIP, DSIPI, GILZ, TSC-22R",9606,HGNC:3051,TSC22D3,TSC22D3
219581_at,TSEN2,80746,tRNA splicing endonuclease subunit 2,TSEN2,"PCH2B, SEN2, SEN2L",9606,HGNC:28422,TSEN2,TSEN2
218245_at,TSKU,25987,"tsukushi, small leucine rich proteoglycan",TSKU,"E2IG4, LRRC54, TSK",9606,HGNC:28850,TSKU,TSKU
201513_at,TSN,7247,translin,TSN,"BCLF-1, C3PO, RCHF1, REHF-1, TBRBP",9606,HGNC:12379,TSN,TSN
200972_at,TSPAN3,10099,tetraspanin 3,TSPAN3,"TM4-A, TM4SF8, TSPAN-3",9606,HGNC:17752,TSPAN3,TSPAN3
209263_x_at,TSPAN4,7106,tetraspanin 4,TSPAN4,"NAG-2, NAG2, TETRASPAN, TM4SF7, TSPAN-4",9606,HGNC:11859,TSPAN4,TSPAN4
